subject,blink_rate,alpha_power
sub-09,2.857687178510195,4.8711014072922e-06
sub-09,0.0,4.085272715707148e-06
sub-09,59.94005994006135,4.493557122903349e-06
sub-09,0.0,4.05358992199222e-06
sub-09,27.20163209792594,4.865903381655957e-06
sub-09,0.0,4.467811656312691e-06
sub-09,60.0,4.040357596804774e-06
sub-09,0.0,4.2441221717056104e-06
sub-09,0.0,4.613127983110986e-06
sub-09,12.011410840298288,4.112113076122867e-06
sub-09,15.003000600119952,3.96762877444571e-06
sub-09,6.000300015000778,3.706860261581924e-06
sub-09,33.00495074261127,3.45905840797276e-06
sub-09,12.001800270040533,3.505130174095139e-06
sub-09,21.00315047257081,3.59926485927601e-06
sub-09,18.0027004050608,3.7630597799778245e-06
sub-09,9.000900090009031,3.9596199498378515e-06
sub-09,15.003000600119952,3.7025543242570413e-06
sub-09,9.000900090009031,4.070896495718186e-06
sub-09,33.00330033003293,4.22578651793878e-06
sub-09,36.0054008101216,3.599429005503843e-06
sub-09,39.0058508776315,8.607722609745277e-06
sub-09,18.0027004050608,6.590202971801424e-06
sub-09,20.00285755107877,3.726785531175758e-06
sub-09,0.0,4.3425885052743005e-06
sub-09,0.0,3.5886869381260934e-06
sub-09,0.0,2.468963875713182e-06
sub-10,50.22461564217752,3.391064095536149e-06
sub-10,60.0,2.8860238809983154e-06
sub-10,0.0,3.5704790246690596e-06
sub-10,0.0,3.504308796283513e-06
sub-10,59.94005994005965,3.3123679950887452e-06
sub-10,60.00900135020253,3.3221146039346264e-06
sub-10,66.00990148522278,3.186821559472727e-06
sub-10,36.00540081012152,3.5687426348505914e-06
sub-10,48.00720108016199,3.2716091494340597e-06
sub-10,75.00750075007505,3.2142236963176315e-06
sub-10,63.00630063006304,3.411648940835056e-06
sub-10,102.02040408081612,3.3047063527917497e-06
sub-10,123.01845276791528,2.757911858078673e-06
sub-10,30.003000300029974,2.849602979614835e-06
sub-10,60.009001350202496,2.6029949639908684e-06
sub-10,60.00900135020266,3.3295105670890443e-06
sub-10,57.008551282692366,3.1833931818204264e-06
sub-10,57.00570057005704,2.979281606922865e-06
sub-10,63.00945141771262,3.024130974675511e-06
sub-10,69.01035155273287,2.975236169869589e-06
sub-10,90.01350202530374,3.140161103323384e-06
sub-10,81.00810081008105,2.923571494883568e-06
sub-10,78.01170175526346,3.0025073268426294e-06
sub-10,78.01170175526325,3.0503745457230328e-06
sub-10,75.01125168775312,2.9548060501668136e-06
sub-10,39.00585087763162,3.011685189351148e-06
sub-10,102.01020102010236,2.6664942273389357e-06
sub-10,75.01125168775289,2.681430491360128e-06
sub-10,60.00900135020266,2.49868384465445e-06
sub-10,54.00810121518208,2.9725535904473576e-06
sub-10,81.00810081008129,3.01156060733972e-06
sub-10,129.01935290293497,3.1894766848442524e-06
sub-10,162.02430364554718,2.9815805671787137e-06
sub-10,105.01575236285466,3.1948457320871654e-06
sub-10,91.44163451921672,2.901759983586007e-06
sub-10,120.0,2.796169938218816e-06
sub-10,59.94005994005455,3.33723793583617e-06
sub-10,40.9407269253514,3.1827198249497136e-06
sub-10,59.94005994006135,3.719690863109163e-06
sub-10,0.0,2.6761724387143966e-06
sub-10,0.0,2.73588579615946e-06
sub-10,0.0,3.0370915204175265e-06
sub-10,0.0,2.8260505636298053e-06
sub-10,27.005401080215915,2.6609169819264722e-06
sub-10,27.002700270027095,2.9235211448956167e-06
sub-10,12.001800270040462,2.750167815597893e-06
sub-10,12.001200120012042,2.8968104933474904e-06
